outer_color_hex,inner_color_hex
#4C0D59,#A51876
#4C0D59,#E522A4
#4C0D59,#590D26
#4C0D59,#A51847
#4C0D59,#E52263
#8E18A5,#590D0D
#8E18A5,#A51818
#8E18A5,#E52222
#8E18A5,#59260D
#8E18A5,#A54718
#8E18A5,#E56322
#8E18A5,#59330D
#8E18A5,#A55F18
#8E18A5,#E58322
#8E18A5,#59460D
#8E18A5,#A58218
#8E18A5,#E5B422
#8E18A5,#59590D
#8E18A5,#A5A518
#8E18A5,#E5E522
#8E18A5,#3F590D
#8E18A5,#76A518
#8E18A5,#A4E522
#8E18A5,#26590D
#8E18A5,#47A518
#8E18A5,#63E522
#8E18A5,#0D590D
#8E18A5,#18A518
#8E18A5,#22E522
#8E18A5,#0D5926
#8E18A5,#18A547
#8E18A5,#22E563
#8E18A5,#0D593F
#8E18A5,#18A576
#8E18A5,#22E5A4
#8E18A5,#0D5959
#8E18A5,#18A5A5
#8E18A5,#22E5E5
#8E18A5,#0D3F59
#8E18A5,#1876A5
#8E18A5,#22A4E5
#8E18A5,#0D2659
#8E18A5,#1847A5
#8E18A5,#2263E5
#8E18A5,#1A0D59
#8E18A5,#3018A5
#8E18A5,#4222E5
#8E18A5,#330D59
#8E18A5,#5F18A5
#8E18A5,#8322E5
#8E18A5,#4C0D59
#8E18A5,#C422E5
#8E18A5,#590D3F
#8E18A5,#A51876
#8E18A5,#E522A4
#8E18A5,#590D26
#8E18A5,#A51847
#8E18A5,#E52263
#C422E5,#590D0D
#C422E5,#A51818
#C422E5,#E52222
#C422E5,#59260D
#C422E5,#A54718
#C422E5,#E56322
#C422E5,#59330D
#C422E5,#A55F18
#C422E5,#E58322
#C422E5,#59460D
#C422E5,#A58218
#C422E5,#E5B422
#C422E5,#59590D
#C422E5,#A5A518
#C422E5,#E5E522
#C422E5,#3F590D
#C422E5,#76A518
#C422E5,#A4E522
#C422E5,#26590D
#C422E5,#47A518
#C422E5,#63E522
#C422E5,#0D590D
#C422E5,#18A518
#C422E5,#22E522
#C422E5,#0D5926
#C422E5,#18A547
#C422E5,#22E563
#C422E5,#0D593F
#C422E5,#18A576
#C422E5,#22E5A4
#C422E5,#0D5959
#C422E5,#18A5A5
#C422E5,#22E5E5
#C422E5,#0D3F59
#C422E5,#1876A5
#C422E5,#22A4E5
#C422E5,#0D2659
#C422E5,#1847A5
#C422E5,#2263E5
#C422E5,#1A0D59
#C422E5,#3018A5
#C422E5,#4222E5
#C422E5,#330D59
#C422E5,#5F18A5
#C422E5,#8322E5
#C422E5,#4C0D59
#C422E5,#8E18A5
#C422E5,#590D3F
#C422E5,#A51876
#C422E5,#E522A4
#C422E5,#590D26
#C422E5,#A51847
#C422E5,#E52263
#590D3F,#590D0D
#590D3F,#A51818
#590D3F,#E52222
#590D3F,#59260D
#590D3F,#A54718
#590D3F,#E56322
#590D3F,#59330D
#590D3F,#A55F18
#590D3F,#E58322
#590D3F,#59460D
#590D3F,#A58218
#590D3F,#E5B422
#590D3F,#59590D
#590D3F,#A5A518
#590D3F,#E5E522
#590D3F,#3F590D
#590D3F,#76A518
#590D3F,#A4E522
#590D3F,#26590D
#590D3F,#47A518
#590D3F,#63E522
#590D3F,#0D590D
#590D3F,#18A518
#590D3F,#22E522
#590D3F,#0D5926
#590D3F,#18A547
#590D3F,#22E563
#590D3F,#0D593F
#590D3F,#18A576
#590D3F,#22E5A4
#590D3F,#0D5959
#590D3F,#18A5A5
#590D3F,#22E5E5
#590D3F,#0D3F59
#590D3F,#1876A5
#590D3F,#22A4E5
#590D3F,#0D2659
#590D3F,#1847A5
#590D3F,#2263E5
#590D3F,#1A0D59
#590D3F,#3018A5
#590D3F,#4222E5
#590D3F,#330D59
#590D3F,#5F18A5
#590D3F,#8322E5
#590D3F,#4C0D59
#590D3F,#8E18A5
#590D3F,#C422E5
#590D3F,#A51876
#590D3F,#E522A4
#590D3F,#590D26
#590D3F,#A51847
#590D3F,#E52263
#A51876,#590D0D
#A51876,#A51818
#A51876,#E52222
#A51876,#59260D
#A51876,#A54718
#A51876,#E56322
#A51876,#59330D
#A51876,#A55F18
#A51876,#E58322
#A51876,#59460D
#A51876,#A58218
#A51876,#E5B422
#A51876,#59590D
#A51876,#A5A518
#A51876,#E5E522
#A51876,#3F590D
#A51876,#76A518
#A51876,#A4E522
#A51876,#26590D
#A51876,#47A518
#A51876,#63E522
#A51876,#0D590D
#A51876,#18A518
#A51876,#22E522
#A51876,#0D5926
#A51876,#18A547
#A51876,#22E563
#A51876,#0D593F
#A51876,#18A576
#A51876,#22E5A4
#A51876,#0D5959
#A51876,#18A5A5
#A51876,#22E5E5
#A51876,#0D3F59
#A51876,#1876A5
#A51876,#22A4E5
#A51876,#0D2659
#A51876,#1847A5
#A51876,#2263E5
#A51876,#1A0D59
#A51876,#3018A5
#A51876,#4222E5
#A51876,#330D59
#A51876,#5F18A5
#A51876,#8322E5
#A51876,#4C0D59
#A51876,#8E18A5
#A51876,#C422E5
#A51876,#590D3F
#A51876,#E522A4
#A51876,#590D26
#A51876,#A51847
#A51876,#E52263
#E522A4,#590D0D
#E522A4,#A51818
#E522A4,#E52222
#E522A4,#59260D
#E522A4,#A54718
#E522A4,#E56322
#E522A4,#59330D
#E522A4,#A55F18
#E522A4,#E58322
#E522A4,#59460D
#E522A4,#A58218
#E522A4,#E5B422
#E522A4,#59590D
#E522A4,#A5A518
#E522A4,#E5E522
#E522A4,#3F590D
#E522A4,#76A518
#E522A4,#A4E522
#E522A4,#26590D
#E522A4,#47A518
#E522A4,#63E522
#E522A4,#0D590D
#E522A4,#18A518
#E522A4,#22E522
#E522A4,#0D5926
#E522A4,#18A547
#E522A4,#22E563
#E522A4,#0D593F
#E522A4,#18A576
#E522A4,#22E5A4
#E522A4,#0D5959
#E522A4,#18A5A5
#E522A4,#22E5E5
#E522A4,#0D3F59
#E522A4,#1876A5
#E522A4,#22A4E5
#E522A4,#0D2659
#E522A4,#1847A5
#E522A4,#2263E5
#E522A4,#1A0D59
#E522A4,#3018A5
#E522A4,#4222E5
#E522A4,#330D59
#E522A4,#5F18A5
#E522A4,#8322E5
#E522A4,#4C0D59
#E522A4,#8E18A5
#E522A4,#C422E5
#E522A4,#590D3F
#E522A4,#A51876
#E522A4,#590D26
#E522A4,#A51847
#E522A4,#E52263
#590D26,#590D0D
#590D26,#A51818
#590D26,#E52222
#590D26,#59260D
#590D26,#A54718
#590D26,#E56322
#590D26,#59330D
#590D26,#A55F18
#590D26,#E58322
#590D26,#59460D
#590D26,#A58218
#590D26,#E5B422
#590D26,#59590D
#590D26,#A5A518
#590D26,#E5E522
#590D26,#3F590D
#590D26,#76A518
#590D26,#A4E522
#590D26,#26590D
#590D26,#47A518
#590D26,#63E522
#590D26,#0D590D
#590D26,#18A518
#590D26,#22E522
#590D26,#0D5926
#590D26,#18A547
#590D26,#22E563
#590D26,#0D593F
#590D26,#18A576
#590D26,#22E5A4
#590D26,#0D5959
#590D26,#18A5A5
#590D26,#22E5E5
#590D26,#0D3F59
#590D26,#1876A5
#590D26,#22A4E5
#590D26,#0D2659
#590D26,#1847A5
#590D26,#2263E5
#590D26,#1A0D59
#590D26,#3018A5
#590D26,#4222E5
#590D26,#330D59
#590D26,#5F18A5
#590D26,#8322E5
#590D26,#4C0D59
#590D26,#8E18A5
#590D26,#C422E5
#590D26,#590D3F
#590D26,#A51876
#590D26,#E522A4
#590D26,#A51847
#590D26,#E52263
#A51847,#590D0D
#A51847,#A51818
#A51847,#E52222
#A51847,#59260D
#A51847,#A54718
#A51847,#E56322
#A51847,#59330D
#A51847,#A55F18
#A51847,#E58322
#A51847,#59460D
#A51847,#A58218
#A51847,#E5B422
#A51847,#59590D
#A51847,#A5A518
#A51847,#E5E522
#A51847,#3F590D
#A51847,#76A518
#A51847,#A4E522
#A51847,#26590D
#A51847,#47A518
#A51847,#63E522
#A51847,#0D590D
#A51847,#18A518
#A51847,#22E522
#A51847,#0D5926
#A51847,#18A547
#A51847,#22E563
#A51847,#0D593F
#A51847,#18A576
#A51847,#22E5A4
#A51847,#0D5959
#A51847,#18A5A5
#A51847,#22E5E5
#A51847,#0D3F59
#A51847,#1876A5
#A51847,#22A4E5
#A51847,#0D2659
#A51847,#1847A5
#A51847,#2263E5
#A51847,#1A0D59
#A51847,#3018A5
#A51847,#4222E5
#A51847,#330D59
#A51847,#5F18A5
#A51847,#8322E5
#A51847,#4C0D59
#A51847,#8E18A5
#A51847,#C422E5
#A51847,#590D3F
#A51847,#A51876
#A51847,#E522A4
#A51847,#590D26
#A51847,#E52263
#E52263,#590D0D
#E52263,#A51818
#E52263,#E52222
#E52263,#59260D
#E52263,#A54718
#E52263,#E56322
#E52263,#59330D
#E52263,#A55F18
#E52263,#E58322
#E52263,#59460D
#E52263,#A58218
#E52263,#E5B422
#E52263,#59590D
#E52263,#A5A518
#E52263,#E5E522
#E52263,#3F590D
#E52263,#76A518
#E52263,#A4E522
#E52263,#26590D
#E52263,#47A518
#E52263,#63E522
#E52263,#0D590D
#E52263,#18A518
#E52263,#22E522
#E52263,#0D5926
#E52263,#18A547
#E52263,#22E563
#E52263,#0D593F
#E52263,#18A576
#E52263,#22E5A4
#E52263,#0D5959
#E52263,#18A5A5
#E52263,#22E5E5
#E52263,#0D3F59
#E52263,#1876A5
#E52263,#22A4E5
#E52263,#0D2659
#E52263,#1847A5
#E52263,#2263E5
#E52263,#1A0D59
#E52263,#3018A5
#E52263,#4222E5
#E52263,#330D59
#E52263,#5F18A5
#E52263,#8322E5
#E52263,#4C0D59
#E52263,#8E18A5
#E52263,#C422E5
#E52263,#590D3F
#E52263,#A51876
#E52263,#E522A4
#E52263,#590D26
#E52263,#A51847
